Census Tract,County,Total:,Total:!!White alone,Total:!!Black or African American alone,Total:!!American Indian and Alaska Native alone,Total:!!Asian alone,Total:!!Native Hawaiian and Other Pacific Islander alone,Total:!!Some other race alone,Total:!!Two or more races:,Total:!!Two or more races:!!Two races including Some other race,"Total:!!Two or more races:!!Two races excluding Some other race, and three or more races"
5079.05,Santa Clara,"5,339","1,078",317,0,"3,779",0,25,140,14,126
5079.06,Santa Clara,"4,386",828,31,10,"3,372",1,47,97,0,97
5080.03,Santa Clara,"2,521",763,121,10,"1,411",9,160,47,0,47
5080.04,Santa Clara,"5,954","1,693",488,0,"3,535",0,0,238,11,227
5080.05,Santa Clara,"3,562",801,0,0,"2,463",0,0,298,131,167
5080.06,Santa Clara,"3,838","1,095",5,0,"2,658",0,0,80,5,75
5081.01,Santa Clara,"6,786","1,943",2,0,"4,573",0,53,215,64,151
5081.02,Santa Clara,"3,185","1,023",61,0,"1,898",0,51,152,0,152
5082.03,Santa Clara,"5,820","2,025",1,0,"3,329",0,43,422,78,344
5082.04,Santa Clara,"4,704","1,583",0,0,"2,839",0,42,240,27,213
5082.05,Santa Clara,"3,663","1,033",106,0,"1,787",21,13,703,294,409
5082.06,Santa Clara,"3,704","1,263",76,0,"2,070",12,74,209,27,182
5083.01,Santa Clara,"4,587","2,155",36,0,"2,198",0,46,152,24,128
5083.03,Santa Clara,"2,534","1,006",0,0,"1,333",0,63,132,24,108
5083.05,Santa Clara,"5,623",951,272,0,"3,270",0,887,243,109,134
5083.06,Santa Clara,"3,019","1,086",65,35,"1,656",0,45,132,0,132
5084.01,Santa Clara,"7,695","3,419",10,10,"3,490",1,106,659,53,606
5084.03,Santa Clara,"3,084","1,808",7,0,961,0,21,287,0,287
5084.04,Santa Clara,"6,352","2,675",0,99,"2,710",0,402,466,198,268
5085.03,Santa Clara,"6,235","1,688",4,14,"3,778",0,234,517,216,301
5085.05,Santa Clara,"4,998","1,995",9,33,"2,256",0,240,465,294,171
5085.07,Santa Clara,"3,230",638,100,0,"2,194",0,137,161,0,161
5085.08,Santa Clara,"5,660","1,771",8,0,"2,376",0,589,916,470,446
5085.09,Santa Clara,"4,318","1,138",14,41,"2,547",0,489,89,62,27
5085.1,Santa Clara,"3,782",889,73,170,"1,901",0,519,230,0,230
5086.01,Santa Clara,"3,762","1,339",0,9,"1,956",0,208,250,0,250
5086.02,Santa Clara,"5,153","2,965",14,82,"1,562",22,150,358,0,358
5087.05,Santa Clara,"4,031","1,665",0,0,"1,932",0,341,93,23,70
5087.06,Santa Clara,"4,196","1,291",4,3,"2,622",0,104,172,74,98
5087.07,Santa Clara,"4,144","1,658",210,17,"1,862",5,240,152,56,96
5087.08,Santa Clara,"3,880",901,23,0,"2,721",0,0,235,27,208
5088,Santa Clara,"3,850","1,683",61,0,"1,230",0,555,321,128,193
5089,Santa Clara,"5,324","1,272",28,68,"2,366",65,"1,247",278,183,95
5090.01,Santa Clara,"2,696","1,058",46,0,951,0,466,175,7,168
5090.02,Santa Clara,"4,424","1,143",23,442,"1,259",0,937,620,516,104
5091.02,Santa Clara,"4,888","1,652",144,0,"2,657",0,193,242,47,195
5091.06,Santa Clara,"4,067","1,832",10,8,"1,784",26,191,216,46,170
5091.07,Santa Clara,"4,969","1,673",224,29,"2,269",0,578,196,94,102
5091.08,Santa Clara,"4,146","2,204",71,0,"1,429",0,99,343,223,120
5091.09,Santa Clara,"5,885","2,540",15,51,"1,851",0,98,"1,330","1,033",297
5091.1,Santa Clara,"3,012","1,482",0,0,"1,493",0,27,10,0,10
5091.11,Santa Clara,"3,659","1,960",2,0,"1,240",0,206,251,0,251
5092.01,Santa Clara,"5,979","3,130",408,15,"2,072",0,96,258,0,258
5092.02,Santa Clara,"4,429","2,205",175,23,"1,626",0,152,248,41,207
5093.02,Santa Clara,"3,549","1,856",436,0,864,51,73,269,8,261
5093.03,Santa Clara,"3,699","1,918",43,0,"1,295",0,177,266,76,190
5093.04,Santa Clara,"3,197","1,765",22,109,911,0,241,149,40,109
5094.01,Santa Clara,"3,994","1,640",115,0,"1,670",0,273,296,177,119
5094.03,Santa Clara,"5,534","2,141",124,19,"1,944",0,881,425,73,352
5094.04,Santa Clara,"6,398","2,592",33,18,"2,433",14,"1,117",191,105,86
5095,Santa Clara,"5,321","2,654",256,0,"1,089",23,754,545,242,303
5096,Santa Clara,"3,562","2,010",49,9,"1,041",0,181,272,119,153
5097,Santa Clara,"3,087","2,176",41,0,656,0,45,169,22,147
5098.01,Santa Clara,"5,489","3,483",55,22,"1,399",0,116,414,41,373
5098.02,Santa Clara,"3,056","1,560",1,5,916,105,146,323,21,302
5099.01,Santa Clara,"2,294","1,519",0,0,577,0,123,75,15,60
5099.02,Santa Clara,"4,925","2,814",52,70,"1,627",4,145,213,20,193
5100.01,Santa Clara,"6,264","3,798",14,0,"2,217",0,19,216,0,216
5100.02,Santa Clara,"3,827","2,115",14,0,"1,336",0,127,235,22,213
5101,Santa Clara,"2,989","1,779",0,15,"1,070",0,49,76,12,64
5102,Santa Clara,"4,699","3,181",113,0,"1,218",0,0,187,3,184
5103,Santa Clara,"4,307","2,510",24,19,"1,286",0,36,432,71,361
5104,Santa Clara,"3,875","2,111",22,2,"1,314",0,81,345,120,225
5105,Santa Clara,"4,438","2,834",7,0,"1,344",0,24,229,33,196
5106,Santa Clara,"5,663","3,277",28,24,"2,006",0,25,303,38,265
5107,Santa Clara,"5,169","2,066",192,0,"2,667",0,49,195,0,195
5108.01,Santa Clara,"5,837","2,607",166,0,"2,639",0,13,412,0,412
5108.02,Santa Clara,"2,061","1,191",39,0,689,0,39,103,45,58
5108.03,Santa Clara,"3,259","1,563",89,38,"1,301",0,79,189,113,76
5109,Santa Clara,"5,392","2,999",41,0,"1,862",0,10,480,207,273
5110,Santa Clara,"6,630","2,914",65,0,"3,088",28,0,535,51,484
5111,Santa Clara,"5,610","3,191",58,23,"2,032",0,10,296,16,280
5112,Santa Clara,"4,978","3,420",47,3,"1,064",27,83,334,125,209
5113.01,Santa Clara,"4,228","2,539",375,0,558,2,77,677,193,484
5113.02,Santa Clara,"3,943","2,511",53,0,"1,217",0,24,138,1,137
5114,Santa Clara,"3,496","1,999",0,60,"1,038",0,145,254,39,215
5115.01,Santa Clara,"4,738","3,353",0,114,893,0,235,143,13,130
5115.02,Santa Clara,"3,178","2,402",73,7,423,0,50,223,5,218
5116.08,Santa Clara,"3,326","1,831",247,32,744,5,153,314,98,216
5116.09,Santa Clara,"3,473","2,413",34,9,789,0,34,194,69,125
5117.01,Santa Clara,"4,249","2,728",61,0,"1,295",0,17,148,6,142
5117.02,Santa Clara,"2,649","1,697",5,5,672,0,11,259,51,208
5117.04,Santa Clara,"4,585","2,662",0,0,"1,750",0,51,122,21,101
5117.05,Santa Clara,"1,600","1,148",81,11,249,0,25,86,59,27
5117.07,Santa Clara,"2,955","1,794",92,11,878,0,67,113,14,99
5118,Santa Clara,"4,360","3,896",3,0,175,0,103,183,0,183
5119.05,Santa Clara,"2,959","1,429",37,0,"1,261",0,11,221,45,176
5119.07,Santa Clara,"4,303","1,750",135,27,"2,226",0,7,158,20,138
5119.1,Santa Clara,"3,106","2,099",55,12,589,184,0,167,43,124
5119.11,Santa Clara,"4,893","3,345",193,13,"1,020",0,50,272,7,265
5119.12,Santa Clara,"5,749","2,114",92,43,"2,837",0,67,596,127,469
5119.13,Santa Clara,"4,288","2,965",20,20,892,7,135,249,116,133
5119.14,Santa Clara,"6,393","3,528",198,0,"1,863",0,23,781,20,761
5119.15,Santa Clara,"4,066","1,911",84,0,912,0,697,462,407,55
5119.16,Santa Clara,"4,634","2,575",101,0,"1,377",0,183,398,62,336
5119.17,Santa Clara,"4,163","1,768",0,0,"2,321",0,0,74,0,74
5119.18,Santa Clara,"3,200","1,634",0,0,"1,181",0,31,354,47,307
5120.01,Santa Clara,"6,099","2,049",12,40,"2,907",0,623,468,34,434
5120.05,Santa Clara,"6,965","4,372",59,0,"1,376",0,372,786,495,291
5120.19,Santa Clara,"4,789","2,344",156,71,"1,374",168,363,313,109,204
5120.21,Santa Clara,"6,448","3,057",237,72,"1,971",0,543,568,163,405
5120.22,Santa Clara,"6,355","1,998",157,68,"3,012",0,655,465,115,350
5120.23,Santa Clara,"5,583","2,509",406,103,990,0,892,683,392,291
5120.24,Santa Clara,"5,286","2,848",239,48,"1,051",0,381,719,291,428
5120.25,Santa Clara,"3,029","1,771",93,13,729,0,176,247,69,178
5120.26,Santa Clara,"3,865","1,388",383,9,"1,213",0,527,345,71,274
5120.27,Santa Clara,"4,552","2,503",107,54,"1,357",0,295,236,28,208
5120.29,Santa Clara,"8,204","5,136",228,19,"1,114",47,572,"1,088",221,867
5120.3,Santa Clara,"3,167","1,950",55,8,701,0,231,222,24,198
5120.31,Santa Clara,"4,443","2,688",57,9,"1,091",0,277,321,20,301
5120.32,Santa Clara,"2,899","1,701",32,13,814,0,148,191,74,117
5120.34,Santa Clara,"2,901","1,606",0,0,747,0,117,431,132,299
5120.35,Santa Clara,"4,985","2,502",53,0,"1,391",0,394,645,105,540
5120.36,Santa Clara,"4,713","2,506",158,9,"1,493",0,144,403,98,305
5120.37,Santa Clara,"3,099","1,711",89,17,777,0,169,336,93,243
5120.38,Santa Clara,"3,308","1,389",417,44,"1,084",0,236,138,75,63
5120.39,Santa Clara,"6,439","1,623",368,161,"2,238",0,256,"1,793","1,382",411
5120.42,Santa Clara,"3,115",859,122,118,"1,259",144,409,204,18,186
5120.43,Santa Clara,"5,967","1,961",215,0,"1,596",0,"1,538",657,595,62
5120.45,Santa Clara,"5,217","3,066",16,10,"1,247",0,226,652,319,333
5120.47,Santa Clara,"5,843","3,426",111,0,"1,168",0,731,407,138,269
5120.52,Santa Clara,"4,011","2,693",54,13,793,0,234,224,10,214
5120.53,Santa Clara,"4,894","2,744",361,0,656,67,399,667,403,264
5120.54,Santa Clara,"4,258","2,051",118,56,"1,047",0,762,224,155,69
5120.55,Santa Clara,"3,746","1,579",22,0,"1,868",0,92,185,0,185
5120.56,Santa Clara,"4,102","1,646",51,17,"1,027",0,"1,084",277,22,255
5120.57,Santa Clara,"4,116","1,677",74,23,925,0,788,629,444,185
5120.58,Santa Clara,"4,337","1,708",113,60,"1,856",0,93,507,234,273
5120.59,Santa Clara,"6,975","3,375",277,62,"1,658",0,319,"1,284",377,907
5121,Santa Clara,"1,468",888,0,0,279,0,122,179,146,33
5122,Santa Clara,"3,837","2,735",43,12,494,0,45,508,276,232
5123.05,Santa Clara,"4,555","3,009",61,31,956,8,74,416,133,283
5123.07,Santa Clara,"7,151","4,704",90,0,958,8,303,"1,088",737,351
5123.08,Santa Clara,"8,661","6,080",146,24,"1,449",6,156,800,209,591
5123.09,Santa Clara,"5,102","4,185",22,58,386,7,25,419,222,197
5123.1,Santa Clara,"5,328","3,393",145,0,766,0,437,587,194,393
5123.11,Santa Clara,"3,931","2,438",134,20,735,0,390,214,133,81
5123.12,Santa Clara,"3,649","2,371",7,17,702,0,132,420,57,363
5123.13,Santa Clara,"3,627","2,383",120,7,505,0,210,402,292,110
5123.14,Santa Clara,"7,070","4,654",62,38,736,0,543,"1,037",861,176
5124.01,Santa Clara,"4,542","3,540",176,65,162,37,198,364,139,225
5124.02,Santa Clara,"5,344","3,355",36,28,503,0,585,837,464,373
5125.05,Santa Clara,"7,856","5,238",116,32,779,0,737,954,451,503
5125.09,Santa Clara,"7,176","3,824",301,3,739,0,389,"1,920","1,053",867
5125.1,Santa Clara,"6,790","3,874",217,35,842,0,932,890,117,773
5125.11,Santa Clara,"4,020","2,363",86,38,156,0,575,802,721,81
5125.12,Santa Clara,"3,650","3,055",21,17,300,0,105,152,5,147
5125.13,Santa Clara,"3,860","2,328",0,0,247,0,816,469,367,102
5125.14,Santa Clara,"3,005","2,031",56,34,315,0,287,282,211,71
5125.15,Santa Clara,"4,805","2,773",0,4,"1,479",0,122,427,83,344
5125.16,Santa Clara,"4,229","2,746",0,0,534,0,428,521,410,111
5126.02,Santa Clara,"2,696","1,999",20,11,150,0,165,351,349,2
5126.03,Santa Clara,"4,176","3,291",85,0,124,0,552,124,99,25
5126.04,Santa Clara,"4,536","3,083",29,133,108,0,508,675,494,181
5130,Santa Clara,"9,696","5,071",393,25,"3,040",0,329,838,177,661
5135,Santa Clara,"1,225",967,10,0,173,0,55,20,0,20
1001,Santa Cruz,"2,220","1,904",30,0,133,0,81,72,0,72
1002,Santa Cruz,"7,107","5,654",68,19,401,11,488,466,103,363
1003,Santa Cruz,"3,888","3,168",79,15,357,0,37,232,47,185
1004,Santa Cruz,"10,375","4,862",442,65,"2,992",21,905,"1,088",384,704
1005,Santa Cruz,"6,460","4,438",101,41,826,0,502,552,257,295
1006,Santa Cruz,"3,488","3,045",29,11,62,0,106,235,0,235
1007,Santa Cruz,"1,907","1,735",0,61,25,0,52,34,0,34
1008.01,Santa Cruz,"3,921","2,739",167,4,114,0,595,302,144,158
1008.02,Santa Cruz,"2,824","2,305",24,16,239,0,38,202,45,157
1009,Santa Cruz,"4,304","3,719",47,0,90,0,139,309,147,162
1010.01,Santa Cruz,"4,155","2,960",22,0,686,16,213,258,144,114
1010.02,Santa Cruz,"4,275","2,759",74,162,274,0,770,236,80,156
1011,Santa Cruz,"5,915","4,589",222,18,298,0,172,616,384,232
1012,Santa Cruz,"3,113","2,482",73,44,177,0,92,245,66,179
1101.01,Santa Cruz,"2,315","1,299",0,0,70,0,778,168,144,24
1101.02,Santa Cruz,"4,304","2,160",0,31,88,0,"1,995",30,0,30
1102.01,Santa Cruz,"2,772","1,522",0,180,118,0,244,708,678,30
1102.02,Santa Cruz,"5,155","2,492",256,0,180,33,"1,983",211,192,19
1103.01,Santa Cruz,"4,144","1,330",112,24,79,48,"2,075",476,428,48
1103.02,Santa Cruz,"3,205","1,698",0,0,22,0,"1,466",19,19,0
1104.01,Santa Cruz,"3,234","1,153",2,0,0,0,"1,709",370,291,79
1104.02,Santa Cruz,"4,814","2,140",0,100,402,0,"2,068",104,104,0
1105.03,Santa Cruz,"3,171","1,356",0,48,71,0,"1,584",112,79,33
1105.04,Santa Cruz,"3,212","1,044",0,0,98,0,"1,461",609,598,11
1105.05,Santa Cruz,"4,656","2,345",8,44,31,0,"1,962",266,259,7
1105.06,Santa Cruz,"2,964","1,455",0,0,125,0,"1,325",59,0,59
1106.01,Santa Cruz,"5,746","1,864",55,0,94,0,"3,733",0,0,0
1106.02,Santa Cruz,"3,304","1,399",501,0,94,0,718,592,592,0
1107,Santa Cruz,"2,990","1,520",0,13,193,0,922,342,278,64
1202,Santa Cruz,"4,630","3,912",51,0,119,7,200,341,129,212
1203.01,Santa Cruz,"4,496","4,122",4,39,14,0,51,266,197,69
1203.02,Santa Cruz,"3,716","3,380",0,12,41,0,164,119,0,119
1204,Santa Cruz,"5,041","4,531",64,64,46,0,31,305,0,305
1205,Santa Cruz,"6,039","5,112",7,18,203,137,206,356,11,345
1206,Santa Cruz,"4,506","3,974",72,0,71,0,135,254,43,211
1207,Santa Cruz,"4,278","3,724",0,8,260,0,114,172,0,172
1208,Santa Cruz,"5,990","4,994",57,0,283,68,130,458,99,359
1209.01,Santa Cruz,"3,677","3,096",10,0,241,0,135,195,33,162
1209.02,Santa Cruz,"5,189","3,849",7,172,603,0,161,397,7,390
1210,Santa Cruz,"3,433","2,985",0,0,172,0,76,200,26,174
1211,Santa Cruz,"3,242","2,823",2,0,101,0,50,266,46,220
1212,Santa Cruz,"6,483","5,651",29,6,142,0,171,484,102,382
1213,Santa Cruz,"4,151","3,234",0,0,100,0,514,303,64,239
1214.01,Santa Cruz,"2,615","1,904",40,72,61,0,277,261,184,77
1214.02,Santa Cruz,"4,170","3,034",27,8,260,23,535,283,210,73
1214.03,Santa Cruz,"3,095","2,128",86,69,98,0,544,170,0,170
1215.01,Santa Cruz,"2,930","2,697",4,6,118,0,22,83,0,83
1215.02,Santa Cruz,"2,616","2,176",42,15,115,0,13,255,0,255
1216.01,Santa Cruz,"3,591","2,961",90,0,33,50,315,142,37,105
1216.02,Santa Cruz,"2,924","2,382",0,28,135,0,197,182,138,44
1217.01,Santa Cruz,"4,461","3,886",21,9,147,0,14,384,0,384
1217.02,Santa Cruz,"3,498","2,454",29,42,341,0,511,121,0,121
1218.01,Santa Cruz,"1,639","1,431",0,0,76,25,48,59,0,59
1218.02,Santa Cruz,"2,627","2,344",0,20,146,0,49,68,0,68
1220.01,Santa Cruz,"5,139","4,445",27,36,133,0,265,233,13,220
1220.02,Santa Cruz,"2,986","2,779",42,6,54,0,12,93,47,46
1220.04,Santa Cruz,"2,954","2,465",23,0,231,0,0,235,39,196
1220.05,Santa Cruz,"4,410","3,625",42,0,98,0,45,600,303,297
1221,Santa Cruz,"3,580","2,878",50,42,128,0,129,353,34,319
1222.02,Santa Cruz,"2,363","1,942",27,0,110,15,58,211,45,166
1222.03,Santa Cruz,"4,301","3,563",23,19,73,0,58,565,324,241
1222.04,Santa Cruz,"2,932","2,800",0,27,61,0,23,21,21,0
1222.05,Santa Cruz,"3,049","2,765",70,0,38,0,0,176,0,176
1223,Santa Cruz,"3,754","2,983",15,27,57,0,509,163,91,72
1224.01,Santa Cruz,"2,601","2,453",0,0,41,0,4,103,0,103
1224.02,Santa Cruz,"4,331","3,019",0,0,85,0,768,459,424,35
1225,Santa Cruz,"7,021","2,871",35,30,90,0,"3,311",684,276,408
1231,Santa Cruz,"3,304","2,189",0,17,78,30,801,189,55,134
1233,Santa Cruz,"1,470","1,084",164,20,21,0,119,62,0,62
9901,Santa Cruz,0,0,0,0,0,0,0,0,0,0
101,Shasta,"1,704","1,323",79,61,37,16,65,123,0,123
102,Shasta,"2,458","2,250",88,0,39,0,18,63,14,49
103,Shasta,"4,370","3,435",151,338,304,0,52,90,5,85
104,Shasta,"4,450","3,826",21,203,42,0,230,128,96,32
105,Shasta,"5,344","4,831",76,4,140,0,109,184,32,152
106.01,Shasta,"2,407","2,141",39,6,46,3,34,138,41,97
106.02,Shasta,"5,215","4,466",44,55,351,0,84,215,13,202
106.03,Shasta,"1,421","1,144",28,82,135,0,3,29,0,29
107.02,Shasta,"2,998","2,676",8,68,31,0,24,191,25,166
107.03,Shasta,"3,681","2,998",110,39,175,0,26,333,1,332
107.04,Shasta,"3,681","2,936",1,230,214,0,38,262,108,154
108.03,Shasta,"5,799","4,663",171,40,534,0,337,54,0,54
108.04,Shasta,"2,411","1,940",5,25,287,0,53,101,1,100
108.05,Shasta,"5,477","4,782",7,0,115,0,110,463,249,214
108.06,Shasta,"3,242","3,047",0,38,21,0,12,124,104,20
108.07,Shasta,"4,397","3,974",31,60,104,4,112,112,10,102
109,Shasta,"4,205","2,890",163,219,333,0,282,318,95,223
110.01,Shasta,"1,679","1,351",13,0,73,0,28,214,47,167
110.02,Shasta,"4,971","3,938",39,389,232,0,63,310,38,272
111,Shasta,"3,113","2,824",20,80,40,6,50,93,0,93
112.09,Shasta,"6,385","4,421",84,157,560,0,191,972,409,563
113,Shasta,"4,770","3,877",61,160,101,0,47,524,25,499
114.01,Shasta,"4,332","3,166",47,163,72,0,210,674,291,383
114.02,Shasta,"3,066","2,445",1,84,327,0,46,163,18,145
114.03,Shasta,"3,234","2,672",83,4,169,31,25,250,45,205
115.01,Shasta,"2,377","2,135",1,0,160,0,50,31,10,21
115.02,Shasta,"2,683","2,680",1,0,0,0,2,0,0,0
116,Shasta,"3,784","3,250",62,118,137,0,107,110,31,79
117.01,Shasta,"2,925","2,348",4,77,24,86,9,377,0,377
117.02,Shasta,"3,402","3,165",2,66,1,0,70,98,41,57
117.03,Shasta,"2,973","2,669",29,96,0,0,16,163,14,149
118.01,Shasta,"2,723","2,445",9,6,184,0,40,39,6,33
118.02,Shasta,"2,589","2,433",39,4,58,15,6,34,9,25
118.03,Shasta,"2,509","2,361",3,22,30,0,27,66,0,66
119,Shasta,"4,655","4,242",49,94,25,0,5,240,0,240
120,Shasta,"4,627","3,795",23,236,93,11,112,357,120,237
121.01,Shasta,"4,492","3,751",118,162,56,0,285,120,17,103
121.02,Shasta,"2,225","1,850",0,51,120,0,5,199,38,161
122,Shasta,"5,638","5,119",2,32,0,62,203,220,61,159
123.01,Shasta,"2,638","2,282",28,77,0,0,141,110,95,15
123.02,Shasta,"5,871","5,060",0,120,2,0,243,446,340,106
123.03,Shasta,"3,569","3,089",10,103,119,0,99,149,91,58
124,Shasta,"3,859","3,502",3,92,36,8,14,204,37,167
125,Shasta,"1,531","1,382",10,21,55,0,8,55,3,52
126.03,Shasta,"4,324","4,036",32,59,24,0,41,132,35,97
126.04,Shasta,"2,320","2,068",10,83,7,0,13,139,2,137
126.05,Shasta,"1,932","1,822",7,31,6,0,4,62,29,33
126.06,Shasta,"3,413","2,651",31,133,37,39,45,477,366,111
127.01,Shasta,"4,937","4,422",60,155,61,0,82,157,0,157
127.02,Shasta,"2,461","2,013",9,77,55,0,49,258,31,227
100,Sierra,"2,898","2,722",3,69,0,0,88,16,0,16
1,Siskiyou,"1,097","1,017",13,0,0,0,31,36,18,18
2,Siskiyou,"1,674","1,404",37,37,26,0,56,114,39,75
3,Siskiyou,"3,891","3,251",1,167,56,0,120,296,35,261
6,Siskiyou,"1,572","1,365",0,69,3,0,13,122,35,87
7.01,Siskiyou,"3,715","3,340",18,50,51,3,4,249,32,217
7.02,Siskiyou,"3,822","2,762",85,300,15,3,39,618,28,590
7.03,Siskiyou,"3,700","2,929",3,140,0,113,55,460,259,201
8,Siskiyou,"3,703","2,972",25,437,23,0,12,234,21,213
9.01,Siskiyou,"4,346","3,535",305,59,38,0,274,135,50,85
9.02,Siskiyou,"3,678","3,083",53,37,270,6,47,182,64,118
10.01,Siskiyou,"1,070",919,0,0,0,0,0,151,27,124
10.02,Siskiyou,"1,277","1,238",0,39,0,0,0,0,0,0
10.03,Siskiyou,"4,047","3,763",82,0,0,19,45,138,37,101
11,Siskiyou,"2,207","1,830",11,42,32,0,107,185,26,159
12,Siskiyou,"1,127","1,011",15,17,0,6,5,73,7,66
13,Siskiyou,"2,590","1,776",20,292,33,10,18,441,27,414
2501.03,Solano,"4,221","1,141",938,0,"1,290",73,358,421,76,345
2501.04,Solano,"2,132",676,299,5,906,0,181,65,0,65
2501.05,Solano,"6,983","1,360","1,190",34,"3,468",36,467,428,49,379
2501.06,Solano,"3,726","1,163",560,0,"1,726",0,12,265,41,224
2502,Solano,"4,195","1,697",658,3,739,74,575,449,11,438
2503,Solano,"3,122","1,112",495,0,836,28,414,237,92,145
2504,Solano,"2,733","1,374",164,0,408,0,484,303,48,255
2505.01,Solano,"2,424","1,436",385,8,36,26,182,351,130,221
2505.02,Solano,"3,593","1,037",479,43,768,0,640,626,21,605
2506.01,Solano,"5,138","1,862","1,024",0,665,0,"1,258",329,0,329
2506.04,Solano,"4,234","1,256",596,0,"1,831",0,299,252,40,212
2506.05,Solano,"3,762","1,383",702,0,"1,186",0,15,476,0,476
2507.01,Solano,"3,667","1,094",778,26,360,0,940,469,319,150
2508.01,Solano,"4,164","1,629","1,198",132,640,72,116,377,153,224
2509,Solano,"2,787",578,"1,364",18,528,0,76,223,0,223
2510,Solano,"2,636","1,126",320,10,273,42,795,70,57,13
2511,Solano,"3,150",945,568,14,241,236,910,236,106,130
2512,Solano,"3,713","1,115",444,24,614,18,"1,161",337,124,213
2513,Solano,"3,115","1,960",199,33,328,63,66,466,166,300
2514,Solano,"5,686","3,614",393,70,640,10,807,152,0,152
2515,Solano,"3,973","1,131","1,009",0,226,0,"1,314",293,96,197
2516,Solano,"2,482",995,665,0,85,0,452,285,151,134
2517.01,Solano,"3,002","1,238",679,5,389,14,489,188,105,83
2517.02,Solano,"2,579",809,625,0,823,0,134,188,82,106
2518.02,Solano,"2,965",775,"1,264",0,273,3,442,208,59,149
2518.03,Solano,"4,799","1,547",620,38,"1,051",28,"1,170",345,201,144
2518.04,Solano,"2,969",755,497,51,"1,267",65,9,325,52,273
2519.01,Solano,"5,200","1,559","1,226",4,"1,290",0,883,238,54,184
2519.02,Solano,"5,687","1,299",684,22,"1,658",48,"1,457",519,123,396
2519.03,Solano,"5,983","1,326","1,854",78,"1,667",259,503,296,31,265
2520,Solano,"5,023","4,354",1,0,310,0,138,220,0,220
2521.02,Solano,"4,292","2,837",59,13,376,45,176,786,121,665
2521.03,Solano,"6,032","1,617",890,0,"2,095",0,531,899,76,823
2521.04,Solano,"5,681","3,244",340,45,"1,356",42,166,488,49,439
2521.05,Solano,"3,133","2,332",22,0,483,0,59,237,76,161
2521.06,Solano,"4,352","3,155",120,0,512,0,122,443,149,294
2521.07,Solano,"3,587","2,376",209,11,559,30,41,361,76,285
2521.08,Solano,"3,075","2,420",243,0,189,0,64,159,0,159
2522.03,Solano,"3,811","2,163",181,0,"1,008",0,155,304,132,172
2522.04,Solano,"5,220","2,485",797,0,770,194,334,640,20,620
2522.05,Solano,"7,578","2,800","1,371",34,"2,267",9,278,819,112,707
2522.06,Solano,"5,730","1,883",192,259,"1,746",14,409,"1,227",208,"1,019"
2523.05,Solano,"5,574","3,240",401,9,"1,228",0,341,355,196,159
2523.06,Solano,"2,883","1,765",348,8,421,0,68,273,55,218
2523.1,Solano,"2,856","1,784",331,0,484,0,37,220,98,122
2523.11,Solano,"4,129","1,925",701,0,800,106,58,539,51,488
2523.12,Solano,"3,762","1,991",678,0,651,64,19,359,20,339
2523.13,Solano,"5,436","2,988",824,0,"1,112",33,1,478,97,381
2523.14,Solano,"4,344","2,180",653,0,567,182,458,304,64,240
2523.15,Solano,"3,752","1,445",675,64,946,97,226,299,29,270
2523.16,Solano,"3,670","1,264",641,26,902,14,569,254,6,248
2523.17,Solano,"12,270","4,014","2,984",26,"3,056",77,371,"1,742",223,"1,519"
2524.01,Solano,"4,703","2,435",859,0,288,0,743,378,144,234
2524.02,Solano,"5,738","2,968",469,85,583,0,432,"1,201",808,393
2525.01,Solano,"2,961","1,398",389,9,102,0,574,489,312,177
2525.02,Solano,"1,725",664,469,4,187,0,205,196,52,144
2526.04,Solano,"3,937","1,962",904,0,409,0,180,482,73,409
2526.05,Solano,"6,014","2,669","1,175",58,695,187,954,276,38,238
2526.06,Solano,"6,032","2,561",891,5,460,131,"1,590",394,238,156
2526.07,Solano,"3,935","1,803",643,0,340,26,830,293,90,203
2526.08,Solano,"5,115","1,998","1,024",24,663,16,990,400,110,290
2526.1,Solano,"2,767","1,414",537,0,295,0,215,306,16,290
2526.11,Solano,"3,910","1,233",889,79,105,230,286,"1,088",455,633
2527.02,Solano,"7,328","2,909","1,506",0,"1,561",32,305,"1,015",217,798
2527.03,Solano,"4,072","1,803",586,50,802,80,439,312,198,114
2527.04,Solano,"5,162","1,919","1,041",16,948,36,714,488,218,270
2527.05,Solano,"5,924","2,305","1,007",35,928,0,745,904,325,579
2527.06,Solano,"3,987","1,498",764,64,"1,037",3,59,562,91,471
2527.07,Solano,"5,126","2,533","1,363",42,491,157,155,385,124,261
2528.01,Solano,"2,601","1,783",289,0,178,151,25,175,14,161
